DATE,SINGAPORE - SINGAPORE DOLLAR/US$,CHINA - YUAN/US$
2013-05-29,1.2664,6.1264
2013-05-30,1.2604,6.1307
2013-05-31,1.2641,6.134
2013-06-03,1.2501,6.1312
2013-06-04,1.2534,6.1285
2013-06-05,1.2484,6.1276
2013-06-06,1.2454,6.1359
2013-06-07,1.2464,6.1333
2013-06-10,1.258,6.1333
2013-06-11,1.2564,6.1333
2013-06-12,1.2516,6.1333
2013-06-13,1.251,6.1341
2013-06-14,1.2515,6.1306
2013-06-17,1.2546,6.1248
2013-06-18,1.2616,6.1283
2013-06-19,1.2564,6.1264
2013-06-20,1.2745,6.1277
2013-06-21,1.2768,6.1328
2013-06-24,1.2777,6.1441
2013-06-25,1.2688,6.1448
2013-06-26,1.2725,6.1468
2013-06-27,1.2672,6.1488
2013-06-28,1.2682,6.1374
2013-07-01,1.2634,6.1325
2013-07-02,1.2694,6.1327
2013-07-03,1.2719,6.1301
2013-07-04,ND,ND
2013-07-05,1.2811,6.1324
2013-07-08,1.2807,6.1337
2013-07-09,1.2801,6.1293
2013-07-10,1.275,6.1336
2013-07-11,1.2614,6.135
2013-07-12,1.2627,6.1373
2013-07-15,1.2641,6.1373
2013-07-16,1.2602,6.1345
2013-07-17,1.2613,6.1351
2013-07-18,1.2677,6.1408
2013-07-19,1.2644,6.1377
2013-07-22,1.2605,6.1404
2013-07-23,1.2645,6.1369
2013-07-24,1.2678,6.1358
2013-07-25,1.2675,6.1346
2013-07-26,1.2647,6.1316
2013-07-29,1.2661,6.1323
2013-07-30,1.2696,6.1315
2013-07-31,1.2746,6.1284
2013-08-01,1.2754,6.1302
2013-08-02,1.2718,6.1293
2013-08-05,1.27,6.1245
2013-08-06,1.2681,6.1215
2013-08-07,1.2674,6.119
2013-08-08,1.2591,6.1207
2013-08-09,1.2572,6.1217
2013-08-12,1.261,6.1218
2013-08-13,1.2678,6.1217
2013-08-14,1.2705,6.1191
2013-08-15,1.2728,6.1123
2013-08-16,1.2702,6.1145
2013-08-19,1.2759,6.1227
2013-08-20,1.2735,6.1241
2013-08-21,1.2789,6.1229
2013-08-22,1.2808,6.1206
2013-08-23,1.2793,6.12
2013-08-26,1.2812,6.1202
2013-08-27,1.2831,6.1212
2013-08-28,1.2777,6.1202
2013-08-29,1.2749,6.1203
2013-08-30,1.2758,6.1193
2013-09-02,ND,ND
2013-09-03,1.2777,6.1204
2013-09-04,1.273,6.1199
2013-09-05,1.2803,6.1194
2013-09-06,1.2732,6.1202
2013-09-09,1.2701,6.1209
2013-09-10,1.2685,6.1195
2013-09-11,1.2675,6.1183
2013-09-12,1.267,6.1178
2013-09-13,1.2685,6.1186
2013-09-16,1.2605,6.1198
2013-09-17,1.2586,6.1213
2013-09-18,1.2592,6.121
2013-09-19,1.2469,6.121
2013-09-20,1.251,6.121
2013-09-23,1.2501,6.1201
2013-09-24,1.2533,6.1208
2013-09-25,1.2529,6.119
2013-09-26,1.2546,6.1194
2013-09-27,1.2556,6.1179
2013-09-30,1.2547,6.12
2013-10-01,1.252,6.12
2013-10-02,1.2492,6.12
2013-10-03,1.2487,6.12
2013-10-04,1.2464,6.12
2013-10-07,1.2479,6.12
2013-10-08,1.2491,6.1206
2013-10-09,1.2504,6.1209
2013-10-10,1.2482,6.1156
2013-10-11,1.2466,6.1204
2013-10-14,ND,ND
2013-10-15,1.2425,6.1026
2013-10-16,1.2457,6.0996
2013-10-17,1.2399,6.098
2013-10-18,1.2374,6.0966
2013-10-21,1.2417,6.0924
2013-10-22,1.2361,6.0925
2013-10-23,1.2383,6.0833
2013-10-24,1.237,6.0815
2013-10-25,1.2365,6.0838
2013-10-28,1.2383,6.0853
2013-10-29,1.239,6.0897
2013-10-30,1.2366,6.0936
2013-10-31,1.2402,6.0943
2013-11-01,1.2434,6.0993
2013-11-04,1.2424,6.098
2013-11-05,1.2432,6.0966
2013-11-06,1.2425,6.0925
2013-11-07,1.2443,6.0906
2013-11-08,1.2463,6.0903
2013-11-11,ND,ND
2013-11-12,1.2508,6.0917
2013-11-13,1.2473,6.0926
2013-11-14,1.2479,6.092
2013-11-15,1.2466,6.092
2013-11-18,1.2457,6.0918
2013-11-19,1.2446,6.0924
2013-11-20,1.2449,6.0925
2013-11-21,1.2495,6.0914
2013-11-22,1.2499,6.0935
2013-11-25,1.2522,6.0916
2013-11-26,1.2534,6.0925
2013-11-27,1.2548,6.0922
2013-11-28,ND,ND
2013-11-29,1.2548,6.0922
2013-12-02,1.256,6.0927
2013-12-03,1.2531,6.0914
2013-12-04,1.2557,6.0913
2013-12-05,1.2532,6.0903
2013-12-06,1.2512,6.0815
2013-12-09,1.2493,6.0643
2013-12-10,1.2489,6.0705
2013-12-11,1.251,6.0712
2013-12-12,1.2558,6.071
2013-12-13,1.2554,6.071
2013-12-16,1.255,6.0713
2013-12-17,1.2574,6.0707
2013-12-18,1.2596,6.0713
2013-12-19,1.267,6.0711
2013-12-20,1.2666,6.0711
2013-12-23,1.2681,6.0697
2013-12-24,1.2684,6.0712
2013-12-25,ND,ND
2013-12-26,1.2689,6.0744
2013-12-27,1.2675,6.0684
2013-12-30,1.2671,6.0617
2013-12-31,1.2622,6.0537
2014-01-01,ND,ND
2014-01-02,1.2666,6.0504
2014-01-03,1.2661,6.0505
2014-01-06,1.2678,6.0524
2014-01-07,1.2711,6.0507
2014-01-08,1.2717,6.051
2014-01-09,1.2712,6.054
2014-01-10,1.2659,6.0519
2014-01-13,1.2647,6.0432
2014-01-14,1.2678,6.0402
2014-01-15,1.273,6.0459
2014-01-16,1.2722,6.0555
2014-01-17,1.2743,6.05
2014-01-20,ND,ND
2014-01-21,1.2783,6.0503
2014-01-22,1.2792,6.0508
2014-01-23,1.2781,6.0515
2014-01-24,1.2789,6.0486
2014-01-27,1.2757,6.0478
2014-01-28,1.275,6.0506
2014-01-29,1.2753,6.0554
2014-01-30,1.2746,6.06
2014-01-31,1.2772,6.059
2014-02-03,1.2755,6.06
2014-02-04,1.2678,6.06
2014-02-05,1.2675,6.06
2014-02-06,1.2676,6.06
2014-02-07,1.2673,6.0629
2014-02-10,1.2701,6.0591
2014-02-11,1.2673,6.0601
2014-02-12,1.2664,6.0614
2014-02-13,1.2654,6.0631
2014-02-14,1.2602,6.0666
2014-02-17,ND,ND
2014-02-18,1.2602,6.0671
2014-02-19,1.2604,6.0762
2014-02-20,1.2653,6.0832
2014-02-21,1.2671,6.0912
2014-02-24,1.2637,6.0982
2014-02-25,1.2629,6.1243
2014-02-26,1.2663,6.1243
2014-02-27,1.2638,6.1279
2014-02-28,1.2669,6.1448
2014-03-03,1.2709,6.146
2014-03-04,1.2689,6.143
2014-03-05,1.27,6.128
2014-03-06,1.263,6.1183
2014-03-07,1.2682,6.1258
2014-03-10,1.2686,6.1383
2014-03-11,1.2665,6.1397
2014-03-12,1.2677,6.1448
2014-03-13,1.2658,6.1359
2014-03-14,1.2648,6.15
2014-03-17,1.2647,6.1779
2014-03-18,1.2637,6.1918
2014-03-19,1.2663,6.1934
2014-03-20,1.2774,6.2273
2014-03-21,1.2745,6.2248
2014-03-24,1.2712,6.1956
2014-03-25,1.2694,6.201
2014-03-26,1.2677,6.2084
2014-03-27,1.2645,6.2123
2014-03-28,1.2593,6.2117
2014-03-31,1.2583,6.2164
2014-04-01,1.2589,6.2064
2014-04-02,1.2619,6.2054
2014-04-03,1.2633,6.2102
2014-04-04,1.2596,6.2118
2014-04-07,1.2602,6.2118
2014-04-08,1.2527,6.1966
2014-04-09,1.2473,6.2003
2014-04-10,1.2481,6.2123
2014-04-11,1.2481,6.2111
2014-04-14,1.2518,6.2186
2014-04-15,1.2534,6.2215
2014-04-16,1.2504,6.2204
2014-04-17,1.2507,6.2188
2014-04-18,1.2524,6.224
2014-04-21,1.2526,6.2269
2014-04-22,1.2559,6.2373
2014-04-23,1.257,6.2374
2014-04-24,1.2583,6.2484
2014-04-25,1.2563,6.2534
2014-04-28,1.2566,6.252
2014-04-29,1.2551,6.2578
2014-04-30,1.2553,6.2591
2014-05-01,1.2525,6.2591
2014-05-02,1.2539,6.2591
2014-05-05,1.2499,6.2453
2014-05-06,1.2472,6.2255
2014-05-07,1.2485,6.2349
2014-05-08,1.246,6.2272
2014-05-09,1.2482,6.227
2014-05-12,1.2506,6.2364
2014-05-13,1.2516,6.2283
2014-05-14,1.2496,6.2282
2014-05-15,1.2521,6.2291
2014-05-16,1.2509,6.2327
2014-05-19,1.2492,6.2368
2014-05-20,1.252,6.2377
2014-05-21,1.2524,6.2335
2014-05-22,1.2515,6.2348
2014-05-23,1.2524,6.2363
2014-05-26,ND,ND
2014-05-27,1.2564,6.2471
2014-05-28,1.2554,6.2535
2014-05-29,1.2551,6.2375
2014-05-30,1.2543,6.2471
2014-06-02,1.2564,6.2471
2014-06-03,1.2568,6.2536
2014-06-04,1.2572,6.2494
2014-06-05,1.2555,6.2548
2014-06-06,1.2514,6.2498
2014-06-09,1.2499,6.2397
2014-06-10,1.2498,6.224
2014-06-11,1.2499,6.2277
2014-06-12,1.248,6.2175
2014-06-13,1.2507,6.209
2014-06-16,1.2504,6.225
2014-06-17,1.2537,6.2263
2014-06-18,1.2518,6.2309
2014-06-19,1.2497,6.2287
2014-06-20,1.2501,6.224
2014-06-23,1.2486,6.225
2014-06-24,1.2492,6.2308
2014-06-25,1.2496,6.2343
2014-06-26,1.25,6.2235
2014-06-27,1.2497,6.218
2014-06-30,1.2465,6.2036
2014-07-01,1.2454,6.1995
2014-07-02,1.2472,6.2101
2014-07-03,1.2465,6.2115
2014-07-04,ND,ND
2014-07-07,1.2466,6.2036
2014-07-08,1.2431,6.201
2014-07-09,1.2418,6.1994
2014-07-10,1.2419,6.2023
2014-07-11,1.2409,6.2034
2014-07-14,1.2412,6.2059
2014-07-15,1.2437,6.2075
2014-07-16,1.2425,6.2035
2014-07-17,1.2427,6.2033
2014-07-18,1.241,6.2075
2014-07-21,1.2394,6.2088
2014-07-22,1.2397,6.2025
2014-07-23,1.2376,6.1982
2014-07-24,1.2405,6.1944
2014-07-25,1.2413,6.1913
2014-07-28,1.2413,6.187
2014-07-29,1.2429,6.18
2014-07-30,1.2454,6.1712
2014-07-31,1.2466,6.1737
2014-08-01,1.2469,6.1793
2014-08-04,1.2461,6.178
2014-08-05,1.2481,6.1705
2014-08-06,1.249,6.1625
2014-08-07,1.2508,6.1618
2014-08-08,1.2514,6.1557
2014-08-11,1.2499,6.1528
2014-08-12,1.251,6.1575
2014-08-13,1.2495,6.1531
2014-08-14,1.245,6.1575
2014-08-15,1.2455,6.147
2014-08-18,1.2444,6.1425
2014-08-19,1.2471,6.1425
2014-08-20,1.2497,6.1395
2014-08-21,1.2493,6.151
2014-08-22,1.2491,6.151
2014-08-25,1.2502,6.154
2014-08-26,1.2497,6.1522
2014-08-27,1.247,6.143
2014-08-28,1.2488,6.1423
2014-08-29,1.2485,6.143
2014-09-01,ND,ND
2014-09-02,1.2538,6.148
2014-09-03,1.2522,6.1408
2014-09-04,1.2555,6.1383
2014-09-05,1.2533,6.14
2014-09-08,1.2564,6.14
2014-09-09,1.2627,6.1362
2014-09-10,1.2626,6.1284
2014-09-11,1.263,6.1295
2014-09-12,1.2631,6.1344
2014-09-15,1.2636,6.1415
2014-09-16,1.2593,6.1459
2014-09-17,1.2644,6.1385
2014-09-18,1.2678,6.14
2014-09-19,1.2662,6.1403
2014-09-22,1.2693,6.14
2014-09-23,1.2684,6.1368
2014-09-24,1.2672,6.1346
2014-09-25,1.2687,6.1355
2014-09-26,1.2737,6.1266
2014-09-29,1.2734,6.1495
2014-09-30,1.2754,6.138
2014-10-01,1.2728,6.138
2014-10-02,1.2713,6.138
2014-10-03,1.2812,6.1385
2014-10-06,1.2771,6.1385
2014-10-07,1.2756,6.1385
2014-10-08,1.2783,6.1385
2014-10-09,1.2712,6.1299
2014-10-10,1.273,6.1308
2014-10-13,ND,ND
2014-10-14,1.275,6.125
2014-10-15,1.2726,6.1249
2014-10-16,1.273,6.123
2014-10-17,1.2752,6.1238
2014-10-20,1.2708,6.1233
2014-10-21,1.271,6.1205
2014-10-22,1.2719,6.118
2014-10-23,1.2747,6.119
2014-10-24,1.2753,6.1168
2014-10-27,1.2746,6.116
2014-10-28,1.2723,6.113
2014-10-29,1.2705,6.1107
2014-10-30,1.2767,6.114
2014-10-31,1.2854,6.1124
2014-11-03,1.2909,6.1178
2014-11-04,1.289,6.115
2014-11-05,1.2933,6.1135
2014-11-06,1.2945,6.1117
2014-11-07,1.292,6.1225
2014-11-10,1.2917,6.119
2014-11-11,ND,ND
2014-11-12,1.2892,6.1257
2014-11-13,1.2909,6.1243
2014-11-14,1.2979,6.129
2014-11-17,1.298,6.1242
2014-11-18,1.2962,6.1208
2014-11-19,1.3057,6.119
2014-11-20,1.3008,6.123
2014-11-21,1.2981,6.1244
2014-11-24,1.3035,6.1412
2014-11-25,1.3016,6.1355
2014-11-26,1.2982,6.1386
2014-11-27,ND,ND
2014-11-28,1.3036,6.1429
2014-12-01,1.305,6.1515
2014-12-02,1.3095,6.149
2014-12-03,1.3111,6.1499
2014-12-04,1.3108,6.1541
2014-12-05,1.3219,6.1497
2014-12-08,1.3193,6.1725
2014-12-09,1.3145,6.1855
2014-12-10,1.3106,6.1763
2014-12-11,1.3147,6.1881
2014-12-12,1.3123,6.1864
2014-12-15,1.3122,6.19
2014-12-16,1.3046,6.189
2014-12-17,1.3072,6.1957
2014-12-18,1.3128,6.2139
2014-12-19,1.3169,6.2196
2014-12-22,1.3187,6.2213
2014-12-23,1.3219,6.2256
2014-12-24,1.3235,6.2148
2014-12-25,ND,ND
2014-12-26,ND,ND
2014-12-29,1.3226,6.2222
2014-12-30,1.321,6.2015
2014-12-31,1.3244,6.2046
2015-01-01,ND,ND
2015-01-02,1.3303,6.2046
2015-01-05,1.3354,6.2201
2015-01-06,1.3319,6.2125
2015-01-07,1.3412,6.2127
2015-01-08,1.336,6.2143
2015-01-09,1.3337,6.2085
2015-01-12,1.3341,6.2027
2015-01-13,1.334,6.197
2015-01-14,1.3332,6.1957
2015-01-15,1.3291,6.187
2015-01-16,1.3264,6.2065
2015-01-19,ND,ND
2015-01-20,1.3377,6.2137
2015-01-21,1.3346,6.2112
2015-01-22,1.3357,6.2085
2015-01-23,1.344,6.2279
2015-01-26,1.3418,6.2535
2015-01-27,1.3388,6.243
2015-01-28,1.3509,6.2475
2015-01-29,1.3533,6.2463
2015-01-30,1.3537,6.2495
2015-02-02,1.3513,6.2594
2015-02-03,1.3469,6.2573
2015-02-04,1.3472,6.2472
2015-02-05,1.3449,6.2516
2015-02-06,1.3513,6.2417
2015-02-09,1.354,6.2467
2015-02-10,1.3553,6.2405
2015-02-11,1.3609,6.2422
2015-02-12,1.3556,6.244
2015-02-13,1.3543,6.2399
2015-02-16,ND,ND
2015-02-17,1.356,6.2546
2015-02-18,1.3603,6.2546
2015-02-19,1.3576,6.2546
2015-02-20,1.3591,6.2546
2015-02-23,1.3583,6.2546
2015-02-24,1.3591,6.2546
2015-02-25,1.354,6.2591
2015-02-26,1.3561,6.2584
2015-02-27,1.3614,6.2695
2015-03-02,1.365,6.272
2015-03-03,1.3616,6.2741
2015-03-04,1.3678,6.2701
2015-03-05,1.3713,6.2658
2015-03-06,1.3789,6.262
2015-03-09,1.3792,6.2635
2015-03-10,1.388,6.2615
2015-03-11,1.3862,6.2613
2015-03-12,1.3793,6.2614
2015-03-13,1.391,6.2585
2015-03-16,1.3892,6.262
2015-03-17,1.3894,6.249
2015-03-18,1.3895,6.2289
2015-03-19,1.3896,6.1955
2015-03-20,1.3823,6.2037
2015-03-23,1.3669,6.2135
2015-03-24,1.3678,6.2046
2015-03-25,1.3678,6.2116
2015-03-26,1.3678,6.2103
2015-03-27,1.3682,6.2145
2015-03-30,1.375,6.2065
2015-03-31,1.3721,6.199
2015-04-01,1.3634,6.1976
2015-04-02,1.3575,6.1968
2015-04-03,1.3492,6.193
2015-04-06,1.3507,6.193
2015-04-07,1.3593,6.1955
2015-04-08,1.3546,6.202
2015-04-09,1.3583,6.205
2015-04-10,1.3668,6.2082
2015-04-13,1.3731,6.2152
2015-04-14,1.359,6.2113
2015-04-15,1.3605,6.2037
2015-04-16,1.3536,6.1947
2015-04-17,1.3467,6.1976
2015-04-20,1.3477,6.2014
2015-04-21,1.3499,6.201
2015-04-22,1.3461,6.1927
2015-04-23,1.3447,6.1975
2015-04-24,1.3315,6.193
2015-04-27,1.3276,6.2185
2015-04-28,1.318,6.2035
2015-04-29,1.3171,6.1989
2015-04-30,1.3261,6.2018
2015-05-01,1.3293,6.2018
2015-05-04,1.3329,6.2085
2015-05-05,1.3329,6.2058
2015-05-06,1.3243,6.2001
2015-05-07,1.3331,6.2063
2015-05-08,1.329,6.2084
2015-05-11,1.3361,6.2086
2015-05-12,1.3336,6.2086
2015-05-13,1.3239,6.2043
2015-05-14,1.3199,6.2013
2015-05-15,1.3195,6.2051
2015-05-18,1.3258,6.2041
2015-05-19,1.3348,6.2064
2015-05-20,1.338,6.2036
2015-05-21,1.3362,6.1958
2015-05-22,1.336,6.1972
2015-05-25,ND,ND
2015-05-26,1.3484,6.2038
2015-05-27,1.3525,6.2011
2015-05-28,1.3531,6.2002
2015-05-29,1.3478,6.198
2015-06-01,1.3545,6.1985
2015-06-02,1.3487,6.198
2015-06-03,1.3411,6.1976
2015-06-04,1.3478,6.2006
2015-06-05,1.3572,6.2024
2015-06-08,1.357,6.2053
2015-06-09,1.3512,6.2047
2015-06-10,1.3414,6.2055
2015-06-11,1.3469,6.2065
2015-06-12,1.343,6.2081
2015-06-15,1.3462,6.208
2015-06-16,1.3436,6.2085
2015-06-17,1.3478,6.2086
2015-06-18,1.3316,6.2075
2015-06-19,1.3359,6.2085
2015-06-22,1.3346,6.2085
2015-06-23,1.3404,6.2066
2015-06-24,1.3453,6.2061
2015-06-25,1.3433,6.2084
2015-06-26,1.3486,6.208
2015-06-29,1.3471,6.2085
2015-06-30,1.3469,6.2
2015-07-01,1.3517,6.2008
2015-07-02,1.349,6.2044
2015-07-03,ND,ND
2015-07-06,1.3488,6.2089
2015-07-07,1.3568,6.2097
2015-07-08,1.3508,6.2087
2015-07-09,1.3512,6.2086
2015-07-10,1.3497,6.2092
2015-07-13,1.3572,6.2081
2015-07-14,1.361,6.2088
2015-07-15,1.3662,6.2082
2015-07-16,1.3652,6.2094
2015-07-17,1.3665,6.2085
2015-07-20,1.3704,6.2095
2015-07-21,1.3635,6.2095
2015-07-22,1.3664,6.2093
2015-07-23,1.3688,6.2091
2015-07-24,1.3716,6.2095
2015-07-27,1.3668,6.2091
2015-07-28,1.3636,6.2084
2015-07-29,1.3658,6.2089
2015-07-30,1.3753,6.2096
2015-07-31,1.3694,6.2097
2015-08-03,1.3775,6.2087
2015-08-04,1.3775,6.2086
2015-08-05,1.3852,6.2096
2015-08-06,1.3835,6.2096
2015-08-07,1.3851,6.2087
2015-08-10,1.383,6.2094
2015-08-11,1.4038,6.3232
2015-08-12,1.403,6.3845
2015-08-13,1.398,6.3982
2015-08-14,1.4047,6.3908
2015-08-17,1.4063,6.3937
2015-08-18,1.4055,6.3928
2015-08-19,1.4058,6.3956
2015-08-20,1.4028,6.3875
2015-08-21,1.4041,6.3887
2015-08-24,1.4092,6.4029
2015-08-25,1.4006,6.4122
2015-08-26,1.406,6.4083
2015-08-27,1.3982,6.4053
2015-08-28,1.409,6.389
2015-08-31,1.4118,6.376
2015-09-01,1.4125,6.363
2015-09-02,1.4165,6.3544
2015-09-03,1.4169,6.3549
2015-09-04,1.4221,6.3549
2015-09-07,ND,ND
2015-09-08,1.4184,6.3657
2015-09-09,1.4149,6.3768
2015-09-10,1.4132,6.377
2015-09-11,1.4144,6.3735
2015-09-14,1.4062,6.3664
2015-09-15,1.4028,6.3685
2015-09-16,1.397,6.3694
2015-09-17,1.398,6.3645
2015-09-18,1.396,6.3628
2015-09-21,1.4096,6.3676
2015-09-22,1.4177,6.375
2015-09-23,1.4276,6.3836
2015-09-24,1.4249,6.3818
2015-09-25,1.4234,6.3737
2015-09-28,1.4278,6.3685
2015-09-29,1.4273,6.3621
2015-09-30,1.4234,6.3556
2015-10-01,1.4289,6.3559
2015-10-02,1.4337,6.3559
2015-10-05,1.4194,6.3559
2015-10-06,1.4213,6.3559
2015-10-07,1.4094,6.3559
2015-10-08,1.4093,6.3529
2015-10-09,1.3943,6.345
2015-10-12,ND,ND
2015-10-13,1.4009,6.3417
2015-10-14,1.3837,6.3462
2015-10-15,1.3783,6.3459
2015-10-16,1.3842,6.3523
2015-10-19,1.387,6.3591
2015-10-20,1.3901,6.348
2015-10-21,1.3939,6.3487
2015-10-22,1.3943,6.3577
2015-10-23,1.397,6.3488
2015-10-26,1.3914,6.3517
2015-10-27,1.395,6.3517
2015-10-28,1.3927,6.3581
2015-10-29,1.4043,6.3552
2015-10-30,1.4005,6.318
2015-11-02,1.4009,6.318
2015-11-03,1.3993,6.318
2015-11-04,1.4033,6.3357
2015-11-05,1.407,6.318
2015-11-06,1.42,6.318
2015-11-09,1.4218,6.3619
2015-11-10,1.4222,6.3603
2015-11-11,ND,ND
2015-11-12,1.4191,6.369
2015-11-13,1.424,6.3735
2015-11-16,1.4224,6.37
2015-11-17,1.4231,6.3771
2015-11-18,1.424,6.3834
2015-11-19,1.4129,6.3825
2015-11-20,1.413,6.3835
2015-11-23,1.4186,6.389
2015-11-24,1.4116,6.3883
2015-11-25,1.4047,6.3877
2015-11-26,ND,ND
2015-11-27,1.4135,6.3945
2015-11-30,1.4095,6.3883
2015-12-01,1.4071,6.3883
2015-12-02,1.4122,6.3883
2015-12-03,1.3982,6.3883
2015-12-04,1.3957,6.3883
2015-12-07,1.4046,6.4081
2015-12-08,1.4087,6.4162
2015-12-09,1.4048,6.427
2015-12-10,1.4011,6.4363
2015-12-11,1.412,6.4538
2015-12-14,1.4074,6.4588
2015-12-15,1.4088,6.46
2015-12-16,1.4091,6.4723
2015-12-17,1.4217,6.4822
2015-12-18,1.4115,6.48
2015-12-21,1.4076,6.4793
2015-12-22,1.4037,6.4778
2015-12-23,1.4065,6.4763
2015-12-24,1.4047,6.4758
2015-12-25,ND,ND
2015-12-28,1.4079,6.4778
2015-12-29,1.4124,6.4778
2015-12-30,1.4152,6.4896
2015-12-31,1.4166,6.4778
2016-01-01,ND,ND
2016-01-04,1.4264,6.5338
2016-01-05,1.4279,6.5219
2016-01-06,1.4356,6.5554
2016-01-07,1.4306,6.5926
2016-01-08,1.4414,6.5932
2016-01-11,1.4352,6.5675
2016-01-12,1.4381,6.57
2016-01-13,1.4338,6.57
2016-01-14,1.4372,6.5891
2016-01-15,1.4403,6.584
2016-01-18,ND,ND
2016-01-19,1.4359,6.5783
2016-01-20,1.4389,6.5781
2016-01-21,1.4347,6.5794
2016-01-22,1.4277,6.5788
2016-01-25,1.4279,6.579
2016-01-26,1.4259,6.5814
2016-01-27,1.4283,6.5773
2016-01-28,1.427,6.5744
2016-01-29,1.4241,6.5752
2016-02-01,1.4239,6.5778
2016-02-02,1.4269,6.5795
2016-02-03,1.4225,6.5765
2016-02-04,1.3953,6.5638
2016-02-05,1.4065,6.571
2016-02-08,1.4027,6.571
2016-02-09,1.397,6.571
2016-02-10,1.3943,6.571
2016-02-11,1.3881,6.571
2016-02-12,1.3961,6.571
2016-02-15,ND,ND
2016-02-16,1.4054,6.5154
2016-02-17,1.4053,6.527
2016-02-18,1.4043,6.5163
2016-02-19,1.4056,6.5202
2016-02-22,1.3995,6.5197
2016-02-23,1.4083,6.5263
2016-02-24,1.4062,6.529
2016-02-25,1.4026,6.532
2016-02-26,1.4075,6.539
2016-02-29,1.4055,6.5525
2016-03-01,1.4012,6.55
2016-03-02,1.3998,6.5499
2016-03-03,1.3895,6.5312
2016-03-04,1.3747,6.5064
2016-03-07,1.3787,6.5155
2016-03-08,1.3833,6.5044
2016-03-09,1.3787,6.5105
2016-03-10,1.3816,6.507
2016-03-11,1.3713,6.494
2016-03-14,1.3761,6.4984
2016-03-15,1.3808,6.511
2016-03-16,1.3833,6.5189
2016-03-17,1.3507,6.4745
2016-03-18,1.3569,6.4682
2016-03-21,1.3582,6.4812
2016-03-22,1.3613,6.4876
2016-03-23,1.3659,6.5035
2016-03-24,1.3707,6.5124
2016-03-25,1.3708,6.5131
2016-03-28,1.3697,6.5051
2016-03-29,1.3635,6.5063
2016-03-30,1.3515,6.4648
2016-03-31,1.3462,6.448
2016-04-01,1.3482,6.4776
2016-04-04,1.3515,6.4776
2016-04-05,1.3568,6.476
2016-04-06,1.3464,6.478
2016-04-07,1.3517,6.4599
2016-04-08,1.3475,6.4628
2016-04-11,1.3445,6.458
2016-04-12,1.3448,6.4639
2016-04-13,1.3519,6.4768
2016-04-14,1.3629,6.481
2016-04-15,1.3562,6.473
2016-04-18,1.3525,6.4717
2016-04-19,1.3366,6.4571
2016-04-20,1.3426,6.4675
2016-04-21,1.3488,6.481
2016-04-22,1.3532,6.5004
2016-04-25,1.3517,6.49
2016-04-26,1.3516,6.4905
2016-04-27,1.3505,6.494
2016-04-28,1.3469,6.4735
2016-04-29,1.3454,6.4738
2016-05-02,1.3421,6.4738
2016-05-03,1.3516,6.49
2016-05-04,1.3585,6.4945
2016-05-05,1.3588,6.5032
2016-05-06,1.359,6.497
2016-05-09,1.3688,6.514
2016-05-10,1.3693,6.515
2016-05-11,1.3654,6.491
2016-05-12,1.3725,6.514
2016-05-13,1.372,6.5285
2016-05-16,1.3686,6.5184
2016-05-17,1.3678,6.517
2016-05-18,1.3763,6.537
2016-05-19,1.3806,6.544
2016-05-20,1.3824,6.5485
2016-05-23,1.3795,6.5533
2016-05-24,1.3816,6.5552
2016-05-25,1.3793,6.5538
2016-05-26,1.3736,6.554
2016-05-27,1.3748,6.5615
2016-05-30,ND,ND
2016-05-31,1.3778,6.5798
2016-06-01,1.378,6.5748
2016-06-02,1.3747,6.5815
2016-06-03,1.3591,6.5638
2016-06-06,1.3577,6.5611
2016-06-07,1.3524,6.571
2016-06-08,1.3465,6.56
2016-06-09,1.3524,6.559
2016-06-10,1.357,6.559
2016-06-13,1.3549,6.5823
2016-06-14,1.355,6.593
2016-06-15,1.3548,6.5785
2016-06-16,1.3534,6.5899
2016-06-17,1.3504,6.5849
2016-06-20,1.3432,6.5768
2016-06-21,1.3419,6.5893
2016-06-22,1.3395,6.575
2016-06-23,1.3391,6.574
2016-06-24,1.3487,6.615
2016-06-27,1.3624,6.6481
2016-06-28,1.3558,6.645
2016-06-29,1.3472,6.635
2016-06-30,1.3489,6.6459
2016-07-01,1.3452,6.6547
2016-07-04,ND,ND
2016-07-05,1.3508,6.677
2016-07-06,1.3511,6.69
2016-07-07,1.349,6.679
2016-07-08,1.3458,6.6878
2016-07-11,1.351,6.6917
2016-07-12,1.3476,6.686
2016-07-13,1.3463,6.6832
2016-07-14,1.3423,6.6801
2016-07-15,1.3479,6.6865
2016-07-18,1.3481,6.7013
2016-07-19,1.3533,6.6931
2016-07-20,1.3577,6.676
2016-07-21,1.356,6.6735
2016-07-22,1.3586,6.676
2016-07-25,1.3623,6.6783
2016-07-26,1.3592,6.669
2016-07-27,1.3584,6.668
2016-07-28,1.3525,6.6538
2016-07-29,1.3431,6.6371
2016-08-01,1.3397,6.6421
2016-08-02,1.3384,6.6239
2016-08-03,1.3424,6.632
2016-08-04,1.3417,6.6388
2016-08-05,1.3469,6.653
2016-08-08,1.3481,6.6597
2016-08-09,1.3436,6.653
2016-08-10,1.34,6.6345
2016-08-11,1.3429,6.6274
2016-08-12,1.3456,6.6324
2016-08-15,1.3426,6.637
2016-08-16,1.339,6.624
2016-08-17,1.3456,6.6328
2016-08-18,1.3398,6.6297
2016-08-19,1.3469,6.6515
