DATE,SINGAPORE - SINGAPORE DOLLAR/US$,CHINA - YUAN/US$
2019-11-18,1.3596,7.0246
2019-11-19,1.361,7.0263
2019-11-20,1.3615,7.0344
2019-11-21,1.3625,7.0285
2019-11-22,1.3644,7.0389
2019-11-25,1.3654,7.0349
2019-11-26,1.3645,7.0319
2019-11-27,1.3652,7.028
2019-11-28,ND,ND
2019-11-29,1.3674,7.0308
2019-12-02,1.3656,7.038
2019-12-03,1.3644,7.0609
2019-12-04,1.3629,7.0489
2019-12-05,1.3609,7.0445
2019-12-06,1.3606,7.0348
2019-12-09,1.3596,7.0389
2019-12-10,1.3583,7.0328
2019-12-11,1.3584,7.0384
2019-12-12,1.3557,6.9925
2019-12-13,1.3549,6.9925
2019-12-16,1.3549,6.9921
2019-12-17,1.3546,6.9967
2019-12-18,1.3552,7.0029
2019-12-19,1.3546,7.0097
2019-12-20,1.355,7.0063
2019-12-23,1.3562,7.0124
2019-12-24,1.355,7.0064
2019-12-25,ND,ND
2019-12-26,1.354,6.9949
2019-12-27,1.352,6.9954
2019-12-30,1.3483,6.9864
2019-12-31,1.3446,6.9618
